Data As Of,Start Date,End Date,Group,Year,Month,State,Place of Death,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
06/23/2021,04/01/2021,04/30/2021,By Month,2021,4,Iowa,Total - All Places of Death,112,2566,164,45,,232,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,04/01/2021,04/30/2021,By Month,2021,4,Iowa,"Healthcare setting, inpatient",60,658,105,29,0,136,
06/23/2021,04/01/2021,04/30/2021,By Month,2021,4,Iowa,"Healthcare setting, outpatient or emergency room",,114,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,04/01/2021,04/30/2021,By Month,2021,4,Iowa,"Healthcare setting, dead on arrival",0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,04/01/2021,04/30/2021,By Month,2021,4,Iowa,Decedent's home,20,794,19,,,34,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,04/01/2021,04/30/2021,By Month,2021,4,Iowa,Hospice facility,,235,13,,0,17,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,04/01/2021,04/30/2021,By Month,2021,4,Iowa,Nursing home/long term care facility,17,635,20,,0,33,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,04/01/2021,04/30/2021,By Month,2021,4,Iowa,Other,,126,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,04/01/2021,04/30/2021,By Month,2021,4,Iowa,Place of death unknown,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,05/01/2021,05/31/2021,By Month,2021,5,Iowa,Total - All Places of Death,96,2317,132,44,,184,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,05/01/2021,05/31/2021,By Month,2021,5,Iowa,"Healthcare setting, inpatient",61,588,85,32,,114,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,05/01/2021,05/31/2021,By Month,2021,5,Iowa,"Healthcare setting, outpatient or emergency room",,117,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,05/01/2021,05/31/2021,By Month,2021,5,Iowa,"Healthcare setting, dead on arrival",0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,05/01/2021,05/31/2021,By Month,2021,5,Iowa,Decedent's home,,687,16,,0,22,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,05/01/2021,05/31/2021,By Month,2021,5,Iowa,Hospice facility,,230,12,,0,17,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,05/01/2021,05/31/2021,By Month,2021,5,Iowa,Nursing home/long term care facility,13,581,14,,0,22,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,05/01/2021,05/31/2021,By Month,2021,5,Iowa,Other,,113,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,05/01/2021,05/31/2021,By Month,2021,5,Iowa,Place of death unknown,0,0,0,0,0,0,
06/23/2021,06/01/2021,06/19/2021,By Month,2021,6,Iowa,Total - All Places of Death,14,764,45,,0,54,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,06/01/2021,06/19/2021,By Month,2021,6,Iowa,"Healthcare setting, inpatient",,179,27,,0,30,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,06/01/2021,06/19/2021,By Month,2021,6,Iowa,"Healthcare setting, outpatient or emergency room",0,34,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,06/01/2021,06/19/2021,By Month,2021,6,Iowa,"Healthcare setting, dead on arrival",0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,06/01/2021,06/19/2021,By Month,2021,6,Iowa,Decedent's home,0,225,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,06/01/2021,06/19/2021,By Month,2021,6,Iowa,Hospice facility,,85,,0,0,10,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,06/01/2021,06/19/2021,By Month,2021,6,Iowa,Nursing home/long term care facility,,212,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,06/01/2021,06/19/2021,By Month,2021,6,Iowa,Other,0,28,0,0,0,0,
06/23/2021,06/01/2021,06/19/2021,By Month,2021,6,Iowa,Place of death unknown,0,0,0,0,0,0,
06/23/2021,01/01/2020,01/31/2020,By Month,2020,1,Kansas,Total - All Places of Death,,2536,185,,36,221,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,01/01/2020,01/31/2020,By Month,2020,1,Kansas,"Healthcare setting, inpatient",,696,108,,23,131,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,01/01/2020,01/31/2020,By Month,2020,1,Kansas,"Healthcare setting, outpatient or emergency room",0,107,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,01/01/2020,01/31/2020,By Month,2020,1,Kansas,"Healthcare setting, dead on arrival",0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,01/01/2020,01/31/2020,By Month,2020,1,Kansas,Decedent's home,0,686,12,0,,14,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,01/01/2020,01/31/2020,By Month,2020,1,Kansas,Hospice facility,0,183,22,0,,29,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,01/01/2020,01/31/2020,By Month,2020,1,Kansas,Nursing home/long term care facility,0,737,36,0,,40,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,01/01/2020,01/31/2020,By Month,2020,1,Kansas,Other,0,123,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,01/01/2020,01/31/2020,By Month,2020,1,Kansas,Place of death unknown,0,0,0,0,0,0,
06/23/2021,02/01/2020,02/29/2020,By Month,2020,2,Kansas,Total - All Places of Death,0,2267,141,0,40,181,
06/23/2021,02/01/2020,02/29/2020,By Month,2020,2,Kansas,"Healthcare setting, inpatient",0,607,90,0,22,112,
06/23/2021,02/01/2020,02/29/2020,By Month,2020,2,Kansas,"Healthcare setting, outpatient or emergency room",0,96,0,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,02/01/2020,02/29/2020,By Month,2020,2,Kansas,"Healthcare setting, dead on arrival",0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,02/01/2020,02/29/2020,By Month,2020,2,Kansas,Decedent's home,0,644,17,0,,22,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,02/01/2020,02/29/2020,By Month,2020,2,Kansas,Hospice facility,0,161,,0,,10,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,02/01/2020,02/29/2020,By Month,2020,2,Kansas,Nursing home/long term care facility,0,642,26,0,,34,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,02/01/2020,02/29/2020,By Month,2020,2,Kansas,Other,0,115,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,02/01/2020,02/29/2020,By Month,2020,2,Kansas,Place of death unknown,0,0,0,0,0,0,
06/23/2021,03/01/2020,03/31/2020,By Month,2020,3,Kansas,Total - All Places of Death,14,2366,180,,39,227,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,03/01/2020,03/31/2020,By Month,2020,3,Kansas,"Healthcare setting, inpatient",13,628,118,,22,147,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,03/01/2020,03/31/2020,By Month,2020,3,Kansas,"Healthcare setting, outpatient or emergency room",0,91,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,03/01/2020,03/31/2020,By Month,2020,3,Kansas,"Healthcare setting, dead on arrival",0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,03/01/2020,03/31/2020,By Month,2020,3,Kansas,Decedent's home,0,686,16,0,,23,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,03/01/2020,03/31/2020,By Month,2020,3,Kansas,Hospice facility,0,135,12,0,,13,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,03/01/2020,03/31/2020,By Month,2020,3,Kansas,Nursing home/long term care facility,,688,26,0,,36,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,03/01/2020,03/31/2020,By Month,2020,3,Kansas,Other,0,136,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,03/01/2020,03/31/2020,By Month,2020,3,Kansas,Place of death unknown,0,0,0,0,0,0,
06/23/2021,04/01/2020,04/30/2020,By Month,2020,4,Kansas,Total - All Places of Death,127,2295,192,61,,261,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,04/01/2020,04/30/2020,By Month,2020,4,Kansas,"Healthcare setting, inpatient",87,532,121,51,,158,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,04/01/2020,04/30/2020,By Month,2020,4,Kansas,"Healthcare setting, outpatient or emergency room",,103,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,04/01/2020,04/30/2020,By Month,2020,4,Kansas,"Healthcare setting, dead on arrival",0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,04/01/2020,04/30/2020,By Month,2020,4,Kansas,Decedent's home,,819,19,0,0,26,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,04/01/2020,04/30/2020,By Month,2020,4,Kansas,Hospice facility,,103,,0,,11,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,04/01/2020,04/30/2020,By Month,2020,4,Kansas,Nursing home/long term care facility,28,621,32,,,54,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,04/01/2020,04/30/2020,By Month,2020,4,Kansas,Other,0,116,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,04/01/2020,04/30/2020,By Month,2020,4,Kansas,Place of death unknown,0,0,0,0,0,0,
06/23/2021,05/01/2020,05/31/2020,By Month,2020,5,Kansas,Total - All Places of Death,101,2303,138,36,,204,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,05/01/2020,05/31/2020,By Month,2020,5,Kansas,"Healthcare setting, inpatient",56,531,88,29,0,115,
06/23/2021,05/01/2020,05/31/2020,By Month,2020,5,Kansas,"Healthcare setting, outpatient or emergency room",,100,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,05/01/2020,05/31/2020,By Month,2020,5,Kansas,"Healthcare setting, dead on arrival",0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,05/01/2020,05/31/2020,By Month,2020,5,Kansas,Decedent's home,10,846,16,0,,27,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,05/01/2020,05/31/2020,By Month,2020,5,Kansas,Hospice facility,0,116,11,0,0,11,
06/23/2021,05/01/2020,05/31/2020,By Month,2020,5,Kansas,Nursing home/long term care facility,28,568,17,,0,39,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,05/01/2020,05/31/2020,By Month,2020,5,Kansas,Other,0,140,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,05/01/2020,05/31/2020,By Month,2020,5,Kansas,Place of death unknown,0,0,0,0,0,0,
06/23/2021,06/01/2020,06/30/2020,By Month,2020,6,Kansas,Total - All Places of Death,66,2199,134,40,0,160,
06/23/2021,06/01/2020,06/30/2020,By Month,2020,6,Kansas,"Healthcare setting, inpatient",34,542,74,23,0,85,
06/23/2021,06/01/2020,06/30/2020,By Month,2020,6,Kansas,"Healthcare setting, outpatient or emergency room",,92,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,06/01/2020,06/30/2020,By Month,2020,6,Kansas,"Healthcare setting, dead on arrival",0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,06/01/2020,06/30/2020,By Month,2020,6,Kansas,Decedent's home,,759,21,,0,26,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,06/01/2020,06/30/2020,By Month,2020,6,Kansas,Hospice facility,0,117,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,06/01/2020,06/30/2020,By Month,2020,6,Kansas,Nursing home/long term care facility,24,546,24,15,0,33,
06/23/2021,06/01/2020,06/30/2020,By Month,2020,6,Kansas,Other,0,142,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,06/01/2020,06/30/2020,By Month,2020,6,Kansas,Place of death unknown,0,0,0,0,0,0,
06/23/2021,07/01/2020,07/31/2020,By Month,2020,7,Kansas,Total - All Places of Death,115,2358,124,43,0,196,
06/23/2021,07/01/2020,07/31/2020,By Month,2020,7,Kansas,"Healthcare setting, inpatient",66,569,89,35,0,120,
06/23/2021,07/01/2020,07/31/2020,By Month,2020,7,Kansas,"Healthcare setting, outpatient or emergency room",,95,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,07/01/2020,07/31/2020,By Month,2020,7,Kansas,"Healthcare setting, dead on arrival",0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,07/01/2020,07/31/2020,By Month,2020,7,Kansas,Decedent's home,14,868,11,,0,22,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,07/01/2020,07/31/2020,By Month,2020,7,Kansas,Hospice facility,,114,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,07/01/2020,07/31/2020,By Month,2020,7,Kansas,Nursing home/long term care facility,29,571,16,,0,41,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,07/01/2020,07/31/2020,By Month,2020,7,Kansas,Other,0,137,0,0,0,0,
06/23/2021,07/01/2020,07/31/2020,By Month,2020,7,Kansas,Place of death unknown,0,0,0,0,0,0,
06/23/2021,08/01/2020,08/31/2020,By Month,2020,8,Kansas,Total - All Places of Death,184,2461,176,65,0,295,
06/23/2021,08/01/2020,08/31/2020,By Month,2020,8,Kansas,"Healthcare setting, inpatient",122,651,126,54,0,194,
06/23/2021,08/01/2020,08/31/2020,By Month,2020,8,Kansas,"Healthcare setting, outpatient or emergency room",,100,,,0,10,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,08/01/2020,08/31/2020,By Month,2020,8,Kansas,"Healthcare setting, dead on arrival",0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,08/01/2020,08/31/2020,By Month,2020,8,Kansas,Decedent's home,16,836,11,,0,24,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,08/01/2020,08/31/2020,By Month,2020,8,Kansas,Hospice facility,,149,11,,0,12,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,08/01/2020,08/31/2020,By Month,2020,8,Kansas,Nursing home/long term care facility,36,595,20,,0,51,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,08/01/2020,08/31/2020,By Month,2020,8,Kansas,Other,,128,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,08/01/2020,08/31/2020,By Month,2020,8,Kansas,Place of death unknown,0,0,0,0,0,0,
06/23/2021,09/01/2020,09/30/2020,By Month,2020,9,Kansas,Total - All Places of Death,231,2469,189,90,0,330,
06/23/2021,09/01/2020,09/30/2020,By Month,2020,9,Kansas,"Healthcare setting, inpatient",130,688,133,67,0,196,
06/23/2021,09/01/2020,09/30/2020,By Month,2020,9,Kansas,"Healthcare setting, outpatient or emergency room",,93,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,09/01/2020,09/30/2020,By Month,2020,9,Kansas,"Healthcare setting, dead on arrival",,,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,09/01/2020,09/30/2020,By Month,2020,9,Kansas,Decedent's home,,813,10,,0,18,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,09/01/2020,09/30/2020,By Month,2020,9,Kansas,Hospice facility,,107,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,09/01/2020,09/30/2020,By Month,2020,9,Kansas,Nursing home/long term care facility,80,634,34,20,0,94,
06/23/2021,09/01/2020,09/30/2020,By Month,2020,9,Kansas,Other,,128,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,09/01/2020,09/30/2020,By Month,2020,9,Kansas,Place of death unknown,0,0,0,0,0,0,
06/23/2021,10/01/2020,10/31/2020,By Month,2020,10,Kansas,Total - All Places of Death,420,2760,278,177,,521,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,10/01/2020,10/31/2020,By Month,2020,10,Kansas,"Healthcare setting, inpatient",212,774,186,127,,271,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,10/01/2020,10/31/2020,By Month,2020,10,Kansas,"Healthcare setting, outpatient or emergency room",,100,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,10/01/2020,10/31/2020,By Month,2020,10,Kansas,"Healthcare setting, dead on arrival",0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,10/01/2020,10/31/2020,By Month,2020,10,Kansas,Decedent's home,22,870,20,,0,35,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,10/01/2020,10/31/2020,By Month,2020,10,Kansas,Hospice facility,,126,13,,0,15,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,10/01/2020,10/31/2020,By Month,2020,10,Kansas,Nursing home/long term care facility,168,742,47,33,0,182,
06/23/2021,10/01/2020,10/31/2020,By Month,2020,10,Kansas,Other,,147,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,10/01/2020,10/31/2020,By Month,2020,10,Kansas,Place of death unknown,0,0,0,0,0,0,
06/23/2021,11/01/2020,11/30/2020,By Month,2020,11,Kansas,Total - All Places of Death,906,3234,498,397,,1007,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,11/01/2020,11/30/2020,By Month,2020,11,Kansas,"Healthcare setting, inpatient",489,1049,360,306,,543,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,11/01/2020,11/30/2020,By Month,2020,11,Kansas,"Healthcare setting, outpatient or emergency room",25,131,,,0,28,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,11/01/2020,11/30/2020,By Month,2020,11,Kansas,"Healthcare setting, dead on arrival",0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,11/01/2020,11/30/2020,By Month,2020,11,Kansas,Decedent's home,69,912,34,15,0,88,
06/23/2021,11/01/2020,11/30/2020,By Month,2020,11,Kansas,Hospice facility,14,106,,,0,17,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,11/01/2020,11/30/2020,By Month,2020,11,Kansas,Nursing home/long term care facility,302,891,82,64,0,320,
06/23/2021,11/01/2020,11/30/2020,By Month,2020,11,Kansas,Other,,142,,,0,11,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,11/01/2020,11/30/2020,By Month,2020,11,Kansas,Place of death unknown,0,0,0,0,0,0,
06/23/2021,12/01/2020,12/31/2020,By Month,2020,12,Kansas,Total - All Places of Death,1337,3876,701,580,0,1458,
06/23/2021,12/01/2020,12/31/2020,By Month,2020,12,Kansas,"Healthcare setting, inpatient",725,1341,492,424,0,793,
06/23/2021,12/01/2020,12/31/2020,By Month,2020,12,Kansas,"Healthcare setting, outpatient or emergency room",16,134,17,,0,26,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,12/01/2020,12/31/2020,By Month,2020,12,Kansas,"Healthcare setting, dead on arrival",0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,12/01/2020,12/31/2020,By Month,2020,12,Kansas,Decedent's home,81,1013,45,28,0,98,
06/23/2021,12/01/2020,12/31/2020,By Month,2020,12,Kansas,Hospice facility,24,127,14,,0,29,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,12/01/2020,12/31/2020,By Month,2020,12,Kansas,Nursing home/long term care facility,474,1101,126,106,0,494,
06/23/2021,12/01/2020,12/31/2020,By Month,2020,12,Kansas,Other,17,158,,,0,18,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,12/01/2020,12/31/2020,By Month,2020,12,Kansas,Place of death unknown,0,0,0,0,0,0,
06/23/2021,01/01/2021,01/31/2021,By Month,2021,1,Kansas,Total - All Places of Death,914,3265,488,371,0,1031,
06/23/2021,01/01/2021,01/31/2021,By Month,2021,1,Kansas,"Healthcare setting, inpatient",509,1124,352,280,0,581,
06/23/2021,01/01/2021,01/31/2021,By Month,2021,1,Kansas,"Healthcare setting, outpatient or emergency room",20,122,10,,0,23,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,01/01/2021,01/31/2021,By Month,2021,1,Kansas,"Healthcare setting, dead on arrival",0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,01/01/2021,01/31/2021,By Month,2021,1,Kansas,Decedent's home,67,929,31,20,0,78,
06/23/2021,01/01/2021,01/31/2021,By Month,2021,1,Kansas,Hospice facility,17,112,11,,0,22,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,01/01/2021,01/31/2021,By Month,2021,1,Kansas,Nursing home/long term care facility,282,823,79,55,0,306,
06/23/2021,01/01/2021,01/31/2021,By Month,2021,1,Kansas,Other,19,154,,,0,21,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,01/01/2021,01/31/2021,By Month,2021,1,Kansas,Place of death unknown,0,0,0,0,0,0,
06/23/2021,02/01/2021,02/28/2021,By Month,2021,2,Kansas,Total - All Places of Death,281,2423,235,121,,396,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,02/01/2021,02/28/2021,By Month,2021,2,Kansas,"Healthcare setting, inpatient",172,724,178,102,0,248,
06/23/2021,02/01/2021,02/28/2021,By Month,2021,2,Kansas,"Healthcare setting, outpatient or emergency room",,106,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,02/01/2021,02/28/2021,By Month,2021,2,Kansas,"Healthcare setting, dead on arrival",0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,02/01/2021,02/28/2021,By Month,2021,2,Kansas,Decedent's home,26,826,19,,0,38,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,02/01/2021,02/28/2021,By Month,2021,2,Kansas,Hospice facility,,90,,,0,11,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,02/01/2021,02/28/2021,By Month,2021,2,Kansas,Nursing home/long term care facility,69,559,28,,0,88,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,02/01/2021,02/28/2021,By Month,2021,2,Kansas,Other,,115,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,02/01/2021,02/28/2021,By Month,2021,2,Kansas,Place of death unknown,0,0,0,0,0,0,
06/23/2021,03/01/2021,03/31/2021,By Month,2021,3,Kansas,Total - All Places of Death,126,2345,147,53,0,220,
06/23/2021,03/01/2021,03/31/2021,By Month,2021,3,Kansas,"Healthcare setting, inpatient",73,652,101,40,0,134,
06/23/2021,03/01/2021,03/31/2021,By Month,2021,3,Kansas,"Healthcare setting, outpatient or emergency room",,102,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,03/01/2021,03/31/2021,By Month,2021,3,Kansas,"Healthcare setting, dead on arrival",0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,03/01/2021,03/31/2021,By Month,2021,3,Kansas,Decedent's home,,782,11,,0,18,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,03/01/2021,03/31/2021,By Month,2021,3,Kansas,Hospice facility,,113,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,03/01/2021,03/31/2021,By Month,2021,3,Kansas,Nursing home/long term care facility,33,544,22,,0,47,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,03/01/2021,03/31/2021,By Month,2021,3,Kansas,Other,,145,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,03/01/2021,03/31/2021,By Month,2021,3,Kansas,Place of death unknown,0,0,0,0,0,0,
06/23/2021,04/01/2021,04/30/2021,By Month,2021,4,Kansas,Total - All Places of Death,78,2180,140,40,,180,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
